"","LAT_ORIGEN","LONG_ORIGEN","ID_ORIGEN","LAT_DEST","LONG_DEST","ID_DEST","ETC"
"208",4.312155247,-74.401774406,"225290001198",4.353400164,-74.358025529,"125290001118","FUSAGASUGA"
"209",4.312155247,-74.401774406,"225290001198",4.312155247,-74.401774406,"225290001180","FUSAGASUGA"
"210",4.312155247,-74.401774406,"225290001198",4.337413607,-74.36490153,"125290000103","FUSAGASUGA"
"211",4.312155247,-74.401774406,"225290001198",4.34402,-74.363279,"125290001118","FUSAGASUGA"
"212",4.312155247,-74.401774406,"225290001198",4.299803,-74.377719,"225290001198","FUSAGASUGA"
"213",4.312155247,-74.401774406,"225290001198",4.335391714,-74.3635868,"125290000049","FUSAGASUGA"
"214",4.312155247,-74.401774406,"225290001198",4.337765,-74.364395,"225290001198","FUSAGASUGA"
"215",4.312155247,-74.401774406,"225290001198",4.282833,-74.363637,"225290000604","FUSAGASUGA"
"216",4.312155247,-74.401774406,"225290001198",4.388255,-74.326758,"225290001317","FUSAGASUGA"
"217",4.312155247,-74.401774406,"225290001198",4.347030134,-74.36844924,"125290001835","FUSAGASUGA"
"218",4.312155247,-74.401774406,"225290001198",4.348788829,-74.35783693,"125290001118","FUSAGASUGA"
"219",4.312155247,-74.401774406,"225290001198",4.351154566,-74.366455078,"125290001835","FUSAGASUGA"
"220",4.312155247,-74.401774406,"225290001198",4.3459142,-74.3791805,"0","FUSAGASUGA"
"221",4.329242742,-74.364914724,"125290001355",4.331412,-74.365811,"225290001317","FUSAGASUGA"
"222",4.329242742,-74.364914724,"125290001355",4.333261372,-74.35204797,"125290000839","FUSAGASUGA"
"223",4.329242742,-74.364914724,"125290001355",4.336721787,-74.36362882,"125290000103","FUSAGASUGA"
"224",4.329242742,-74.364914724,"125290001355",4.312155247,-74.401774406,"225290001198","FUSAGASUGA"
"225",4.329242742,-74.364914724,"125290001355",4.329242742,-74.364914724,"125290001355","FUSAGASUGA"
"226",4.329242742,-74.364914724,"125290001355",4.326449,-74.363437,"225290001198","FUSAGASUGA"
"227",4.329242742,-74.364914724,"125290001355",4.387886,-74.358331,"225290001317","FUSAGASUGA"
"228",4.329242742,-74.364914724,"125290001355",4.326169702,-74.36602008,"125290001355","FUSAGASUGA"
"229",4.329242742,-74.364914724,"125290001355",4.393727,-74.363344,"225290001317","FUSAGASUGA"
"230",4.329242742,-74.364914724,"125290001355",4.387887,-74.333331,"225290000604","FUSAGASUGA"
"231",4.329242742,-74.364914724,"125290001355",4.331864,-74.394672,"225290001180","FUSAGASUGA"
"232",4.329242742,-74.364914724,"125290001355",4.346726419,-74.359615282,"125290001118","FUSAGASUGA"
"233",4.329242742,-74.364914724,"125290001355",4.338082518,-74.36323115,"125290000103","FUSAGASUGA"
"234",4.329242742,-74.364914724,"125290001355",4.376108,-74.345942,"225290001317","FUSAGASUGA"
"235",4.329242742,-74.364914724,"125290001355",4.344084,-74.363086,"225290000311","FUSAGASUGA"
"236",4.329242742,-74.364914724,"125290001355",4.335876703,-74.362034798,"225290001180","FUSAGASUGA"
"237",4.329242742,-74.364914724,"125290001355",4.343966,-74.363,"225290001180","FUSAGASUGA"
